mirID	logFC	unshrunk.logFC	logCPM	PValue	DE
dme-miR-2b-1-5p_MIMAT0020782 	-0.169473831440335	-0.169538814712455	4.05626793159609	0.846149751258543	0
dme-miR-87-3p_MIMAT0000361 	-0.025424642975431	-0.0254386297432725	3.99200804496493	0.972663958507682	0
dme-miR-87-5p_MIMAT0020821 	0.577685112633018	0.578191886970961	2.80160296436731	0.273039095727376	0
dme-miR-9378-5p_MIMAT0035219 	-0.390853680417519	-0.39111912003941	2.83294564298332	0.607003767064516	0
dme-miR-4987-3p_MIMAT0020226 	-0.666013294235403	-0.709953148798643	-2.34848764834237	0.59320834178071	0
dme-miR-263a-5p_MIMAT0000319 	-0.705819138126489	-0.705819229528466	15.1084909458982	0.197479138612551	0
dme-miR-263a-3p_MIMAT0020799 	1.15714462772749	1.15730863560909	5.81477805602242	0.00901787212576664	0
dme-miR-967-5p_MIMAT0005482 	-0.277508481769657	-0.278179193306752	1.22722221931959	0.627820650653677	0
dme-miR-967-3p_MIMAT0020863 	0.589564391082303	0.607406080764511	-1.38641700300644	0.615015415716271	0
dme-miR-9382-5p_MIMAT0035227 	1.22575853336804	1.24210154991628	-1.3770408850909	0.163490687861358	0
dme-miR-2489-3p_MIMAT0012196 	-0.854951028740418	-0.855764648925987	2.87306806183973	0.0575063409475981	0
dme-miR-1002-5p_MIMAT0005483 	-0.604128983156471	-0.619474213926036	-1.28730911947167	0.399139121716309	0
dme-miR-1002-3p_MIMAT0020864 	-1.91753057425705	-1.96980267593867	-1.75785788510836	0.0842913530189141	0
dme-miR-968-5p_MIMAT0005484 	0.479190677951657	0.484829583438138	-0.497725868058997	0.497942432831551	0
dme-miR-4943-5p_MIMAT0020151 	-2.33644618294754	-2.55870165779341	-2.44164665449942	0.233742122232701	0
dme-miR-2497-3p_MIMAT0012209 	-0.614547357430966	-0.632729963740246	-2.36220416652395	0.486095599397147	0
dme-miR-9c-5p_MIMAT0000392 	-0.12598003311336	-0.125980333783278	11.2226891634694	0.942557360862154	0
dme-miR-9c-3p_MIMAT0020828 	0.968523943879754	0.983712776994016	-1.16680695978707	0.177280534126684	0
dme-miR-306-5p_MIMAT0000393 	-0.220576313895934	-0.220577270427044	10.2444080516394	0.804908647091969	0
dme-miR-306-3p_MIMAT0000394 	0.943932613903426	0.944301594279459	3.85928167199784	0.0504890574362145	0
dme-miR-79-3p_MIMAT0000352 	0.3015249237479	0.301702755992302	3.20413414258609	0.620855007103668	0
dme-miR-79-5p_MIMAT0020814 	-0.349902196304674	-0.351142195972056	0.552450374988428	0.537171186410801	0
dme-miR-9b-5p_MIMAT0000395 	0.270730668448727	0.270732910950333	9.41444281482617	0.763487753171663	0
dme-miR-9b-3p_MIMAT0020829 	0.634648818045743	0.634740649269182	5.26881206310731	0.217768350323827	0
dme-miR-1006-3p_MIMAT0005019 	-0.178315833465015	-0.178338948358463	5.30481082397352	0.847804322882838	0
dme-miR-1006-5p_MIMAT0020903 	0.646018274081503	0.648077976058644	0.973257051734583	0.241117031303031	0
dme-miR-124-3p_MIMAT0000351 	0.798504189054656	0.798517948994028	8.42347146386688	0.10046103810331	0
dme-miR-124-5p_MIMAT0020813 	0.10790872757062	0.107912048333427	7.5313983058291	0.905705945628034	0
dme-miR-100-5p_MIMAT0000357 	0.00670152249054053	0.00670164622976508	8.15987521545999	0.992988064614338	0
dme-miR-100-3p_MIMAT0020818 	0.379221548441383	0.379291599947977	4.86210224811594	0.662747783300092	0
dme-let-7-5p_MIMAT0000396 	-0.500725578090549	-0.500725681855986	14.6576080753691	0.394991349386856	0
dme-let-7-3p_MIMAT0020830 	0.945349845521809	0.945801369832702	3.53162518534017	0.0512202865585307	0
dme-miR-125-5p_MIMAT0000397 	-0.328333843628021	-0.328334725881649	10.8949908208092	0.686817345768657	0
dme-miR-125-3p_MIMAT0020831 	0.0695332630326874	0.0695359482962666	7.20186952598746	0.960652613963799	0
dme-miR-2a-3p_MIMAT0000106 	0.221826756025739	0.221827850120733	10.2441091499544	0.799479445733006	0
dme-miR-2a-2-5p_MIMAT0020781 	0.893922755626009	0.893942752947045	8.11029498380421	0.0170596395568628	0
dme-miR-2a-3p_MIMAT0000106_1 	0.220913653522345	0.220914747539415	10.2379857981952	0.800792716048405	0
dme-miR-2a-1-5p_MIMAT0020780 	0.165591601444325	0.165697810206238	3.2677237736213	0.777625550639925	0
dme-miR-2b-3p_MIMAT0000107_1 	0.264441878279661	0.264443508894857	9.95129813200741	0.739437617370693	0
dme-miR-2b-2-5p_MIMAT0020783 	0.546490922889098	0.546505300139331	7.94359507148683	0.299962778661423	0
dme-miR-1-3p_MIMAT0000105 	-1.62247730761296	-1.62248756904787	9.2205910062848	0.0268453478905004	0
dme-miR-1-5p_MIMAT0020779 	0.424597960940195	0.429338184215726	-0.785521890553116	0.616415432451414	0
dme-miR-4973-5p_MIMAT0020201 	-0.407191168948969	-0.409733820807647	-0.147579546363833	0.473425632064507	0
dme-miR-133-3p_MIMAT0000340 	-0.984355362960927	-0.984355511980333	15.0968181883299	0.0117940152950222	0
dme-miR-133-5p_MIMAT0020806 	-0.37687288603935	-0.376930202936529	5.30819578429601	0.60507152632617	0
dme-miR-9374-5p_MIMAT0035211 	-0.728698782382214	-0.737946494945293	-1.05872179285065	0.371000260248716	0
dme-miR-4974-5p_MIMAT0020203 	3.71369772288136	144269480.241424	-2.5732848816313	0.0782072461089717	0
dme-miR-2279-5p_MIMAT0011784 	0.297295067724943	0.299919974044448	-0.635783858091584	0.654715633975828	0
dme-miR-4975-5p_MIMAT0020205 	-0.592189999281563	-0.593173304011435	1.58524908389422	0.243728688065305	0
dme-miR-4976-5p_MIMAT0020206 	2.15875841867947	2.16447114933384	1.35569010361575	0.000167947130675886	1
dme-miR-4909-3p_MIMAT0020515 	0.0991068940203407	0.105440091855396	-2.00449954851503	0.924215099185482	0
dme-miR-4981-3p_MIMAT0020214 	-0.0582527494547158	-0.0582611540090061	5.20349020507645	0.983477411435046	0
dme-miR-986-5p_MIMAT0005503 	0.146392129290608	0.146392671947121	10.4780962532856	0.922575674135875	0
dme-miR-986-3p_MIMAT0020884 	-0.420731698755286	-0.422959613347809	-0.0589329521541931	0.483871485220642	0
dme-miR-987-5p_MIMAT0005504 	0.0874650568118633	0.0874651106230588	13.2373281641026	0.915289949647453	0
dme-miR-987-3p_MIMAT0020885 	0.147727713928071	0.147941173935198	2.13969786776917	0.830486512675995	0
dme-miR-14-3p_MIMAT0000120 	-0.105624548000873	-0.105624557488155	15.6785103061051	0.86184243082908	0
dme-miR-14-5p_MIMAT0020798 	0.323680628055458	0.32368392910395	9.14230381495113	0.726436918840463	0
dme-miR-307a-3p_MIMAT0000398 	0.30412367280452	0.304143273532031	6.43136409361807	0.632080293802757	0
dme-miR-307a-5p_MIMAT0020832 	0.537642474714042	0.538359654157598	1.97187407206112	0.342785629053876	0
dme-miR-1008-3p_MIMAT0005021 	-0.0642959327509736	-0.0652027078483745	-0.437378458379538	0.930759404425058	0
dme-miR-1008-5p_MIMAT0032028 	-0.192632724915273	-0.192691135507854	4.44794791788905	0.814203379613299	0
dme-miR-988-3p_MIMAT0005505 	-0.355132606523491	-0.355222219444922	4.18086501559837	0.530822521621369	0
dme-miR-988-5p_MIMAT0020886 	0.808088398598161	0.808119629841287	7.27500311903915	0.139112087969872	0
dme-miR-281-3p_MIMAT0000345 	0.608285110081645	0.608311913334666	6.93092451107561	0.206932084462848	0
dme-miR-281-2-5p_MIMAT0000349 	0.0343101879385349	0.034310248993717	11.5734736373117	0.966843218866049	0
dme-miR-281-1-5p_MIMAT0000344 	-0.00778265189132637	-0.00778266524158198	11.5921835517137	0.992747409488192	0
dme-miR-281-3p_MIMAT0000345_1 	0.622667744116636	0.622695699483424	6.90557639431445	0.183395374471373	0
dme-miR-184-5p_MIMAT0000330 	1.35529429960319	1.35625265655856	3.03338214287276	0.00673099987775629	0
dme-miR-184-3p_MIMAT0000331 	-2.2530485893656	-2.25304866004005	17.1252324740626	0.000796380778962385	-1
dme-miR-9379-3p_MIMAT0035222 	-0.382568975903475	-0.384488986660415	0.251028794792452	0.499604409567776	0
dme-miR-989-3p_MIMAT0005506 	4.64384985484439	4.66032544046305	0.804655163423984	0.010186396638562	0
dme-miR-308-3p_MIMAT0000399 	1.88840485359595	1.88852430112592	6.89508908358213	0.000107231285562896	1
dme-miR-308-5p_MIMAT0020833 	1.09427930880553	1.09433963454037	6.91927282549963	0.0199109405657776	0
dme-miR-1016-3p_MIMAT0005029 	-0.686330568358747	-0.692194999351935	-0.271592353887308	0.225750470281252	0
dme-miR-1016-5p_MIMAT0020908 	-0.215601573039845	-0.216709464351839	0.404024241781289	0.714769503686618	0
dme-miR-278-3p_MIMAT0000339 	0.372252567362268	0.372253034293517	12.0826381226817	0.54622561713558	0
dme-miR-278-5p_MIMAT0020805 	-1.19835032087946	-1.19835476452512	10.0653124407249	0.0407900008094894	0
dme-miR-4919-3p_MIMAT0032117 	-0.135439370973089	-0.135456123939698	5.51753319565366	0.893591130943124	0
dme-miR-137-3p_MIMAT0005507 	0.0685065960630098	0.0685090105630143	7.27217333692427	0.927306840302774	0
dme-miR-137-5p_MIMAT0020888 	0.572459206749171	0.572804504337408	3.17883434258462	0.330145687009437	0
dme-miR-8-3p_MIMAT0000113 	0.407989338977132	0.407989352292231	17.3822514407263	0.541410758724818	0
dme-miR-8-5p_MIMAT0020791 	-0.0437664437520724	-0.0437665878461393	10.6889852221045	0.955204886579597	0
dme-miR-990-5p_MIMAT0005508 	-1.29473551046329	-1.29476285349944	8.20569229331971	0.000249766413658843	-1
dme-miR-31a-5p_MIMAT0000400 	-1.02880942989788	-1.0288108210634	11.9142935229354	0.0115370742485584	0
dme-miR-31a-3p_MIMAT0020834 	0.00151759254492053	0.00132677931760698	0.842372230088316	0.998046420158162	0
dme-miR-11182_MIMAT0043998 	-0.0473863381703192	-0.0474040307455498	3.60791866020159	0.973716728615718	0
dme-miR-4982-5p_MIMAT0020215 	1.53086651964162	1.70688509773558	-2.6895810477451	0.318528991505293	0
dme-miR-6-3p_MIMAT0000111 	1.02732013323361	1.029263099179	1.84025263489375	0.0889483083053371	0
dme-miR-6-3p_MIMAT0000111_1 	1.03102850882353	1.03297628174753	1.8396342044568	0.0883726794449567	0
dme-miR-6-3p_MIMAT0000111_2 	1.03480536917075	1.03675801024535	1.84206914024086	0.0868415523170212	0
dme-miR-5-5p_MIMAT0000110 	0.643556295179932	0.643903736267025	3.58735167403571	0.215630294697882	0
dme-miR-4-3p_MIMAT0000109 	-0.711867414137822	-0.718877319452455	-0.723269292535986	0.393434365858369	0
dme-miR-4-5p_MIMAT0020785 	0.655792953232734	0.69040005064169	-1.71143310036487	0.62416501104098	0
dme-miR-286-3p_MIMAT0000359 	0.0887186813827102	0.0887320036828076	5.64222470103849	0.89154785150897	0
dme-miR-286-5p_MIMAT0020820 	-1.28464135720051	-1.3520720949382	-2.54174819733608	0.417997679654136	0
dme-miR-3-3p_MIMAT0000108 	0.64210918317132	0.644470077178967	0.628571168605357	0.230801653154864	0
dme-miR-310-3p_MIMAT0000402 	2.07951578657492	2.09628134003233	-0.205732788876684	0.0243070826544897	0
dme-miR-311-3p_MIMAT0000403 	2.901725257555	2.90309273535319	3.44611039704978	0.000165753853243073	1
dme-miR-311-5p_MIMAT0020837 	2.82000938393761	2.90006955272898	-1.71829092838147	0.0528336002246787	0
dme-miR-312-3p_MIMAT0000404 	1.91085223704036	1.91107857836487	5.21544152683552	0.0032597690416777	0
dme-miR-312-5p_MIMAT0020838 	2.16050389108875	2.23312324153585	-1.60551448548582	0.0466822533757853	0
dme-miR-313-3p_MIMAT0000405 	2.19492462588165	2.21970591825367	-1.1725040415669	0.00784505709410529	0
dme-miR-313-5p_MIMAT0020839 	1.74159388834385	1.77483972138252	-1.60974206621777	0.0640238297583936	0
dme-miR-991-3p_MIMAT0005509 	0.31586373682376	0.317412934871263	0.325655946469145	0.676291086892529	0
dme-miR-7-5p_MIMAT0000112 	-1.28963979071955	-1.28964580937296	9.96374688416656	0.00572353064188242	0
dme-miR-7-3p_MIMAT0020790 	-0.319247132268183	-0.319394313067677	3.58207177299764	0.714293387546612	0
dme-miR-1009-3p_MIMAT0005022 	-0.293902522384865	-0.293991298945811	4.21340251437395	0.65201547546242	0
dme-miR-4985-5p_MIMAT0020221 	-0.244489917567444	-0.245192040964032	0.928718428642432	0.677993285827634	0
dme-bantam-3p_MIMAT0000365 	-0.0634704327867501	-0.0634704382243994	16.1834464282179	0.957238270307153	0
dme-bantam-5p_MIMAT0020823 	-0.0562904841086884	-0.0562905853433779	11.8040227595989	0.923451138901996	0
dme-miR-282-5p_MIMAT0000346 	0.361708065886969	0.361749136397114	5.47404784060512	0.579059794047235	0
dme-miR-282-3p_MIMAT0020809 	1.00620605551711	1.00943420521142	0.912571034644116	0.083923989825377	0
dme-miR-955-5p_MIMAT0005466 	-3.05278723820413	-3.09684103798352	-0.344032428333014	0.0017147534263004	-1
dme-miR-2282-3p_MIMAT0011790 	0.548026655436099	0.558707218617549	-1.6045822974699	0.57521437867402	0
dme-miR-2501-5p_MIMAT0012216 	0.89544861897287	0.907724483833611	-0.90172865593594	0.192073368007286	0
dme-miR-4913-3p_MIMAT0020506 	-0.429000566021638	-0.432002398113138	0.485107741037496	0.546858229632784	0
dme-miR-190-5p_MIMAT0005467 	-0.904937244550123	-0.904939877595254	10.7552660440894	0.0261003315089568	0
dme-miR-190-3p_MIMAT0020848 	-0.401683802746288	-0.40242865887572	1.03780258081669	0.498132435768601	0
dme-miR-4940-5p_MIMAT0020146 	-0.839110153527641	-0.839584149664289	3.41524227777178	0.0365718891385623	0
dme-miR-4940-3p_MIMAT0020147 	-1.42746588822762	-1.42857952539432	2.82796560950091	0.00143869045123256	-1
dme-miR-4986-3p_MIMAT0020224 	-0.40080962356196	-0.401194493548451	2.63705630372289	0.523884395314247	0
dme-miR-276b-3p_MIMAT0000354 	-0.557001637717455	-0.557001699437538	15.5902915448637	0.316717119617465	0
dme-miR-276b-5p_MIMAT0020815 	1.19927323247437	1.19936359484991	6.3302232198882	0.0118807383471481	0
dme-miR-276a-5p_MIMAT0000336 	1.19927323290957	1.19936359528521	6.33025369982238	0.0118827086457844	0
dme-miR-276a-3p_MIMAT0000337 	-0.55448793789926	-0.554487997982114	15.6230447528241	0.324603244901971	0
dme-miR-4968-5p_MIMAT0020194 	0.236414124341993	0.237731326240202	-0.0760359140057919	0.682696509744429	0
dme-miR-3642-3p_MIMAT0018058 	-0.639093111648747	-0.649202861473578	-1.32397438408489	0.342741782444242	0
dme-miR-274-5p_MIMAT0000332 	0.442401602876004	0.44240189812463	13.0234406160863	0.46807382065178	0
dme-miR-274-3p_MIMAT0020800 	-0.120037175191824	-0.120637275302613	-0.00446818261827243	0.846867821802102	0
dme-miR-314-3p_MIMAT0000406 	4.76901887203187	4.83679589564556	-0.462611462415638	0.00560571958010078	0
dme-miR-956-3p_MIMAT0005469 	3.24035496141225	3.24038345093437	9.03358557538583	0.0152846166021422	0
dme-miR-956-5p_MIMAT0020850 	4.78953887268525	5.04311860666899	-1.82169978879881	0.0221580253241104	0
dme-miR-285-3p_MIMAT0000356 	-0.338910263937725	-0.338923485685109	7.16390184453494	0.662476110258596	0
dme-miR-285-5p_MIMAT0020817 	-0.205247193573831	-0.205247802539868	11.0586976221544	0.871513472880006	0
dme-miR-263b-5p_MIMAT0000362 	-0.65200541956705	-0.652037806887459	6.85064602747006	0.33279590671737	0
dme-miR-263b-3p_MIMAT0020822 	1.69332660402896	1.87872759720242	-2.40008350455705	0.226121136500359	0
dme-miR-2500-5p_MIMAT0012214 	0.351816228562275	0.352611301291908	1.26821769271529	0.532392262709263	0
dme-miR-2500-3p_MIMAT0012215 	-0.271411754220438	-0.27230909270451	0.622132037754994	0.638087752887746	0
dme-miR-219-5p_MIMAT0000335 	0.856936364651176	0.857063647546734	5.39405924834918	0.131576008521368	0
dme-miR-219-3p_MIMAT0020803 	-0.394134499329298	-0.394621072650944	2.18359420973949	0.483286174866459	0
dme-miR-315-5p_MIMAT0000407 	-0.245073758521597	-0.245073990539526	12.595186218156	0.831647715205299	0
dme-miR-315-3p_MIMAT0020841 	0.562028155223514	0.562177374843904	4.45015230388811	0.286065716666345	0
dme-miR-9a-5p_MIMAT0000114 	0.507992537178259	0.50799284771705	13.2063560901763	0.397361144189467	0
dme-miR-9a-3p_MIMAT0020792 	0.046038951511225	0.0460682135787311	3.11373699130077	0.939652398045408	0
dme-miR-33-5p_MIMAT0000342 	0.720273056046495	0.720273249871969	14.5240728158487	0.116002006771324	0
dme-miR-33-3p_MIMAT0020808 	2.82165666088204	2.82253082386939	4.66610387316145	0.000104601219682405	1
dme-miR-193-3p_MIMAT0005468 	0.235142192456577	0.235209265459803	4.35907111183299	0.68709237366773	0
dme-miR-193-5p_MIMAT0020849 	-1.52659751896204	-1.5266165816256	9.18788114689957	0.000148963080675171	-1
dme-miR-316-5p_MIMAT0000408 	0.157877502235112	0.157879258698563	9.03957874883467	0.916500338979598	0
dme-miR-316-3p_MIMAT0020842 	-0.186052799185132	-0.189989281708836	-1.76806433701819	0.839981849295978	0
dme-miR-957-3p_MIMAT0005470 	-0.752495479683658	-0.752495682613112	14.4856567566896	0.0460319220904248	0
dme-miR-957-5p_MIMAT0020851 	-0.341460663923574	-0.342558019213734	1.08024030381945	0.564044257955519	0
dme-miR-958-3p_MIMAT0005471 	6.35228566864233	6.61185619644017	-1.18346699353143	0.00363607377114772	0
dme-miR-958-5p_MIMAT0020852 	4.05505948719908	4.09233211158164	-0.846223888284876	0.0199425720289346	0
dme-miR-4942-3p_MIMAT0020150 	-0.768971142287138	-0.801680470466973	-2.11985503725433	0.435914128562267	0
dme-miR-929-3p_MIMAT0005511 	0.168312503610833	0.168320905955041	6.81912580962717	0.800473304731129	0
dme-miR-929-5p_MIMAT0020892 	0.782626943052291	0.782640349512136	8.49535673141351	0.0965378257692947	0
dme-miR-9375-5p_MIMAT0035213 	-0.0331892135518841	-0.0324314718016238	-1.19209313568151	0.965292184263865	0
dme-miR-9375-3p_MIMAT0035214 	-1.09777753193902	-1.14398678893642	-2.20219080746801	0.258611094446477	0
dme-miR-993-3p_MIMAT0005512 	-0.630530183586875	-0.630534915111126	9.69231051571843	0.188509811486321	0
dme-miR-993-5p_MIMAT0020893 	0.338439423343302	0.338460183973986	6.48464580562107	0.667891103685547	0
dme-miR-10-5p_MIMAT0000115 	-1.47845793640233	-1.47845897710005	12.2505476497791	0.0182406060701985	0
dme-miR-10-3p_MIMAT0012531 	0.430286989633887	0.430288261738022	10.9269510323998	0.540230865880138	0
dme-miR-4950-3p_MIMAT0020163 	-0.630092328867343	-0.643555763033577	-1.75500194299398	0.402905388630098	0
dme-miR-2283-5p_MIMAT0011791 	-0.0384519891898056	-0.0413776907630408	-1.80994317625604	0.965600260015545	0
dme-miR-2283-3p_MIMAT0020909 	0.793209611013738	0.806865775158595	-1.51487722482971	0.332308731372417	0
dme-miR-9371-5p_MIMAT0035205 	2.49004155294603	2.70869678123377	-2.32472077675551	0.0909472196121992	0
dme-miR-9371-3p_MIMAT0035206 	-0.0252082863522693	-0.027980326619654	-1.8871675389155	0.980988844092976	0
dme-miR-317-3p_MIMAT0000409 	0.386538338519058	0.386538978238911	11.6200908225046	0.492108385312502	0
dme-miR-317-5p_MIMAT0020843 	-0.421443902218756	-0.421449515409391	8.45768668821599	0.481664457200586	0
dme-miR-277-3p_MIMAT0000338 	-0.239710498192029	-0.239710558567518	14.5646324679584	0.85198722210483	0
dme-miR-277-5p_MIMAT0020804 	-0.475579034261915	-0.475598552030638	7.1200309813334	0.50933382929345	0
dme-miR-34-5p_MIMAT0000350 	0.672437400259932	0.672437499681982	15.5219489357119	0.164152764678472	0
dme-miR-34-3p_MIMAT0020812 	-0.917118907534825	-0.917126126426137	9.357956155788	0.0541305676280538	0
dme-miR-994-5p_MIMAT0005513 	5.47179830320759	5.48074312470455	2.15249771497988	0.000371963460391936	1
dme-miR-318-3p_MIMAT0000410 	4.27151107725226	4.27198134860344	5.43140945254861	0.000392359306287895	1
dme-miR-284-3p_MIMAT0000348 	-0.308821771167839	-0.308955818047507	3.7227892392993	0.587379043520734	0
dme-miR-284-5p_MIMAT0020811 	-0.0439863938087381	-0.0439864260312019	12.9918478975965	0.98127130045685	0
dme-miR-252-5p_MIMAT0005516 	0.117521540889447	0.117521812061625	11.1926556794664	0.966254276871062	0
dme-miR-252-3p_MIMAT0020896 	0.782519322194753	0.783874852600046	1.74648828499648	0.117631218903773	0
dme-miR-9383-3p_MIMAT0035230 	-0.1935421879862	-0.193643970412511	3.34829113906347	0.76497848833353	0
dme-miR-13b-3p_MIMAT0000119 	0.283551468496666	0.283555855591574	8.54483702589218	0.744132482241064	0
dme-miR-13b-1-5p_MIMAT0020796 	0.767116939341368	0.767322732832004	4.49649347686583	0.10073352235364	0
dme-miR-13a-3p_MIMAT0000118 	0.295993919585218	0.295998840624194	8.4097658325232	0.674218458403872	0
dme-miR-13a-5p_MIMAT0020795 	0.946258986529744	0.950574791316391	0.534764374187937	0.0718229493140858	0
dme-miR-2c-3p_MIMAT0000411 	-0.123161957735211	-0.123166008484624	7.48612147856101	0.885456662511785	0
dme-miR-2c-5p_MIMAT0020845 	-1.74815043676532	-1.74833365033881	6.2676492389613	2.76092792037147e-06	-1
dme-miR-iab-4-5p_MIMAT0000412 	-0.342922049035623	-0.34879714482242	-0.929815186787864	0.64585427029499	0
dme-miR-iab-8-5p_MIMAT0005463 	1.44192065239178	1.52927062223678	-2.02362976404832	0.262233707434279	0
dme-miR-9373-3p_MIMAT0035210 	-0.726710548360567	-0.744543125559253	-1.63947274788352	0.3542617337191	0
dme-miR-995-5p_MIMAT0010206 	1.23793676052478	1.24026091038793	1.69295184323665	0.00611655674920887	0
dme-miR-995-3p_MIMAT0005514 	0.11479482762501	0.114794955631735	12.2733638613534	0.98467150662188	0
dme-miR-1011-3p_MIMAT0005024 	-0.163776654874349	-0.164017610676055	2.14207953824537	0.842402530350043	0
dme-miR-4951-5p_MIMAT0020164 	-0.147563281132431	-0.147587148795411	5.20432198116278	0.908809697195746	0
dme-miR-4951-3p_MIMAT0020165 	-1.36574908327261	-1.39935581835625	-1.9227108768512	0.166650140601961	0
dme-miR-998-3p_MIMAT0005518 	-2.34108118319267	-2.34125930656744	5.78408562273356	0.00126087625181857	-1
dme-miR-998-5p_MIMAT0020898 	-0.638713887839453	-0.6387260151943	8.40255436813399	0.193867666009939	0
dme-miR-11-3p_MIMAT0000116 	-0.213175095319426	-0.213175132766189	14.8854065433256	0.861119492720244	0
dme-miR-11-5p_MIMAT0020793 	-0.606980908821535	-0.606982374066176	10.9413097112099	0.221967432010966	0
dme-miR-999-3p_MIMAT0005519 	-0.8164185503795	-0.81641865658806	15.4162059114696	0.045209625113107	0
dme-miR-999-5p_MIMAT0020899 	-0.404645290317098	-0.408935955655719	-0.340787747492712	0.525035600903765	0
dme-miR-4969-5p_MIMAT0020195 	-0.394002275459119	-0.394394323698919	2.4413816683605	0.492956086322323	0
dme-miR-1010-3p_MIMAT0005023 	-0.703528155712877	-0.70353353436429	9.51356302706481	0.119073515980407	0
dme-miR-1010-5p_MIMAT0020905 	-0.298401767539945	-0.298539711468496	3.69145400294392	0.665222208948156	0
dme-miR-4952-5p_MIMAT0020166 	0.466012470319547	0.466154361194929	4.30040071643967	0.516993865065145	0
dme-miR-4952-3p_MIMAT0020167 	0.0786953235627724	0.0788812639545423	1.17420129852139	0.894496047832503	0
dme-miR-9381-5p_MIMAT0035225 	3.00333854910495	3.04459122882145	-0.371608227115521	0.00133056740856013	1
dme-miR-9381-3p_MIMAT0035226 	1.17214128238887	1.17746741313021	0.458088791824541	0.0166908885221722	0
dme-miR-1015-3p_MIMAT0005028 	0.951672721651892	0.978881370648415	-2.00764897643684	0.377562713351229	0
dme-miR-1017-3p_MIMAT0005030 	-0.61410347744005	-0.614350088821232	3.67624486013399	0.244566770209485	0
dme-miR-1003-3p_MIMAT0005016 	-0.337454545418173	-0.33793103222558	2.24943763958868	0.57101205088436	0
dme-miR-1003-5p_MIMAT0020902 	0.117171632524149	0.117572968676803	0.346563051257493	0.838816705873303	0
